DATE;CLOSE
09/28/1990;29.110000
10/01/1990;28.060000
10/02/1990;27.280000
10/03/1990;27.900000
10/04/1990;27.510000
10/05/1990;27.850000
10/08/1990;28.040000
10/09/1990;30.710000
10/10/1990;31.190000
10/11/1990;33.980000
10/12/1990;31.940000
10/15/1990;31.640000
10/16/1990;31.450000
10/17/1990;31.370000
10/18/1990;29.600000
10/19/1990;27.860000
10/22/1990;27.270000
10/23/1990;27.570000
10/24/1990;28.280000
10/25/1990;29.040000
10/26/1990;30.750000
10/29/1990;31.540000
10/30/1990;30.520000
10/31/1990;30.040000
11/01/1990;30.250000
11/02/1990;30.030000
11/05/1990;29.850000
11/06/1990;29.110000
11/07/1990;30.870000
11/08/1990;30.790000
11/09/1990;26.960000
11/12/1990;25.600000
11/13/1990;24.580000
11/14/1990;22.890000
11/15/1990;22.570000
11/16/1990;21.340000
11/19/1990;20.950000
11/20/1990;20.090000
11/21/1990;21.090000
11/23/1990;20.980000
11/26/1990;22.760000
11/27/1990;22.860000
11/28/1990;22.960000
11/29/1990;23.910000
11/30/1990;22.160000
12/03/1990;22.290000
12/04/1990;22.030000
12/05/1990;20.940000
12/06/1990;22.620000
12/07/1990;22.590000
12/10/1990;23.580000
12/11/1990;23.750000
12/12/1990;21.280000
12/13/1990;23.050000
12/14/1990;23.850000
12/17/1990;24.850000
12/18/1990;23.110000
12/19/1990;23.080000
12/20/1990;23.130000
12/21/1990;22.660000
12/24/1990;24.030000
12/26/1990;24.180000
12/27/1990;24.810000
12/28/1990;25.050000
12/31/1990;26.380000
01/02/1991;26.620000
01/03/1991;27.930000
01/04/1991;27.190000
01/07/1991;28.950000
01/08/1991;30.380000
01/09/1991;33.300000
01/10/1991;31.330000
01/11/1991;32.630000
01/14/1991;36.200000
01/15/1991;36.160000
01/16/1991;33.200000
01/17/1991;27.450000
01/18/1991;25.390000
01/21/1991;24.330000
01/22/1991;24.900000
01/23/1991;23.920000
01/24/1991;22.860000
01/25/1991;22.200000
01/28/1991;23.050000
01/29/1991;23.170000
01/30/1991;21.370000
01/31/1991;20.910000
02/01/1991;21.040000
02/04/1991;21.860000
02/05/1991;21.460000
02/06/1991;22.680000
02/07/1991;23.600000
02/08/1991;23.380000
02/11/1991;22.560000
02/12/1991;22.260000
02/13/1991;20.860000
02/14/1991;21.480000
02/15/1991;19.570000
02/19/1991;19.840000
02/20/1991;22.260000
02/21/1991;20.780000
02/22/1991;21.010000
02/25/1991;22.860000
02/26/1991;20.380000
02/27/1991;21.260000
02/28/1991;21.230000
03/04/1991;20.860000
03/05/1991;20.450000
03/06/1991;20.550000
03/07/1991;21.050000
03/08/1991;20.810000
03/11/1991;20.880000
03/12/1991;18.820000
03/13/1991;16.090000
03/14/1991;14.940000
03/15/1991;14.900000
03/18/1991;15.790000
03/19/1991;16.110000
03/20/1991;16.040000
03/21/1991;16.860000
03/22/1991;16.490000
03/25/1991;16.760000
03/26/1991;16.310000
03/27/1991;16.550000
03/28/1991;16.880000
04/01/1991;17.420000
04/02/1991;17.400000
04/03/1991;17.610000
04/04/1991;18.010000
04/05/1991;17.630000
04/08/1991;17.410000
04/09/1991;20.120000
04/10/1991;19.730000
04/11/1991;17.240000
04/12/1991;18.450000
04/15/1991;16.500000
04/16/1991;15.820000
04/17/1991;15.470000
04/18/1991;16.260000
04/19/1991;15.680000
04/22/1991;16.780000
04/23/1991;17.020000
04/24/1991;16.720000
04/25/1991;17.150000
04/26/1991;17.270000
04/29/1991;18.270000
04/30/1991;18.240000
05/01/1991;17.770000
05/02/1991;17.520000
05/03/1991;17.240000
05/06/1991;17.920000
05/07/1991;17.460000
05/08/1991;17.780000
05/09/1991;17.170000
05/10/1991;17.540000
05/13/1991;17.660000
05/14/1991;18.000000
05/15/1991;18.380000
05/16/1991;17.240000
05/17/1991;16.640000
05/20/1991;17.100000
05/21/1991;16.070000
05/22/1991;16.160000
05/23/1991;16.110000
05/24/1991;15.230000
05/28/1991;15.670000
05/29/1991;15.900000
05/30/1991;16.020000
05/31/1991;15.930000
06/03/1991;16.870000
06/04/1991;16.170000
06/05/1991;16.400000
06/06/1991;16.930000
06/07/1991;16.980000
06/10/1991;17.470000
06/11/1991;17.320000
06/12/1991;17.720000
06/13/1991;16.990000
06/14/1991;15.980000
06/17/1991;15.500000
06/18/1991;16.140000
06/19/1991;17.440000
06/20/1991;16.750000
06/21/1991;16.510000
06/24/1991;18.280000
06/25/1991;17.850000
06/26/1991;17.980000
06/27/1991;17.870000
06/28/1991;19.550000
07/01/1991;18.640000
07/02/1991;17.630000
07/03/1991;19.470000
07/05/1991;18.350000
07/08/1991;20.290000
07/09/1991;19.760000
07/10/1991;19.190000
07/11/1991;17.390000
07/12/1991;18.290000
07/15/1991;17.780000
07/16/1991;17.490000
07/17/1991;17.520000
07/18/1991;15.770000
07/19/1991;15.500000
07/22/1991;16.900000
07/23/1991;16.580000
07/24/1991;16.410000
07/25/1991;15.740000
07/26/1991;15.450000
07/29/1991;15.670000
07/30/1991;15.470000
07/31/1991;15.180000
08/01/1991;15.470000
08/02/1991;15.260000
08/05/1991;15.920000
08/06/1991;15.540000
08/07/1991;15.560000
08/08/1991;15.980000
08/09/1991;15.450000
08/12/1991;15.260000
08/13/1991;14.730000
08/14/1991;15.090000
08/15/1991;15.190000
08/16/1991;16.010000
08/19/1991;21.190000
08/20/1991;18.860000
08/21/1991;15.620000
08/22/1991;14.590000
08/23/1991;14.410000
08/26/1991;14.810000
08/27/1991;15.460000
08/28/1991;15.310000
08/29/1991;14.820000
08/30/1991;14.460000
09/03/1991;16.570000
09/04/1991;17.180000
09/05/1991;17.310000
09/06/1991;16.760000
09/09/1991;17.730000
09/10/1991;18.220000
09/11/1991;17.960000
09/12/1991;16.210000
09/13/1991;17.880000
09/16/1991;17.820000
09/17/1991;17.680000
09/18/1991;17.560000
09/19/1991;17.560000
09/20/1991;17.080000
09/23/1991;16.380000
09/24/1991;16.040000
09/25/1991;15.680000
09/26/1991;15.350000
09/27/1991;16.310000
09/30/1991;15.850000
10/01/1991;14.810000
10/02/1991;15.810000
10/03/1991;17.040000
10/04/1991;15.630000
10/07/1991;18.580000
10/08/1991;17.810000
10/09/1991;18.540000
10/10/1991;17.800000
10/11/1991;17.600000
10/14/1991;16.710000
10/15/1991;16.220000
10/16/1991;14.850000
10/17/1991;16.320000
10/18/1991;15.870000
10/21/1991;16.660000
10/22/1991;16.550000
10/23/1991;16.260000
10/24/1991;15.620000
10/25/1991;15.750000
10/28/1991;15.450000
10/29/1991;15.550000
10/30/1991;15.460000
10/31/1991;15.480000
11/01/1991;15.600000
11/04/1991;16.350000
11/05/1991;16.480000
11/06/1991;16.470000
11/07/1991;15.970000
11/08/1991;15.430000
11/11/1991;14.890000
11/12/1991;14.040000
11/13/1991;13.950000
11/14/1991;13.960000
11/15/1991;21.180000
11/18/1991;18.280000
11/19/1991;20.340000
11/20/1991;20.400000
11/21/1991;19.110000
11/22/1991;21.200000
11/25/1991;21.920000
11/26/1991;19.800000
11/27/1991;19.840000
11/29/1991;20.260000
12/02/1991;20.180000
12/03/1991;19.700000
12/04/1991;19.540000
12/05/1991;20.190000
12/06/1991;19.040000
12/09/1991;19.740000
12/10/1991;19.890000
12/11/1991;20.570000
12/12/1991;19.080000
12/13/1991;17.880000
12/16/1991;17.620000
12/17/1991;18.120000
12/18/1991;17.780000
12/19/1991;17.960000
12/20/1991;17.650000
12/23/1991;16.610000
12/24/1991;15.670000
12/26/1991;15.440000
12/27/1991;15.700000
12/30/1991;17.630000
12/31/1991;19.310000
01/02/1992;18.950000
01/03/1992;18.750000
01/06/1992;18.960000
01/07/1992;19.230000
01/08/1992;18.720000
01/09/1992;18.960000
01/10/1992;18.450000
01/13/1992;18.010000
01/14/1992;17.010000
01/15/1992;17.390000
01/16/1992;17.640000
01/17/1992;16.320000
01/20/1992;16.420000
01/21/1992;17.920000
01/22/1992;16.750000
01/23/1992;16.460000
01/24/1992;16.240000
01/27/1992;16.670000
01/28/1992;17.670000
01/29/1992;17.620000
01/30/1992;17.490000
01/31/1992;17.400000
02/03/1992;18.200000
02/04/1992;17.960000
02/05/1992;18.220000
02/06/1992;18.790000
02/07/1992;18.510000
02/10/1992;18.560000
02/11/1992;17.700000
02/12/1992;17.370000
02/13/1992;17.450000
02/14/1992;17.030000
02/18/1992;18.220000
02/19/1992;17.160000
02/20/1992;16.720000
02/21/1992;16.870000
02/24/1992;17.130000
02/25/1992;16.350000
02/26/1992;16.640000
02/27/1992;16.510000
02/28/1992;16.680000
03/02/1992;16.880000
03/03/1992;17.260000
03/04/1992;17.890000
03/05/1992;18.470000
03/06/1992;19.750000
03/09/1992;19.680000
03/10/1992;18.680000
03/11/1992;19.790000
03/12/1992;19.720000
03/13/1992;18.350000
03/16/1992;18.460000
03/17/1992;16.790000
03/18/1992;16.690000
03/19/1992;16.520000
03/20/1992;16.820000
03/23/1992;16.730000
03/24/1992;16.320000
03/25/1992;16.190000
03/26/1992;16.290000
03/27/1992;16.020000
03/30/1992;15.970000
03/31/1992;16.180000
04/01/1992;16.480000
04/02/1992;17.060000
04/03/1992;16.720000
04/06/1992;16.720000
04/07/1992;18.810000
04/08/1992;20.150000
04/09/1992;17.890000
04/10/1992;16.850000
04/13/1992;16.990000
04/14/1992;15.980000
04/15/1992;15.150000
04/16/1992;14.850000
04/20/1992;15.930000
04/21/1992;16.530000
04/22/1992;15.960000
04/23/1992;15.830000
04/24/1992;15.710000
04/27/1992;16.490000
04/28/1992;16.240000
04/29/1992;15.950000
04/30/1992;15.530000
05/01/1992;16.610000
05/04/1992;16.920000
05/05/1992;16.660000
05/06/1992;16.810000
05/07/1992;16.540000
05/08/1992;15.650000
05/11/1992;15.170000
05/12/1992;15.680000
05/13/1992;15.190000
05/14/1992;15.490000
05/15/1992;14.820000
05/18/1992;14.620000
05/19/1992;13.570000
05/20/1992;13.620000
05/21/1992;13.920000
05/22/1992;13.730000
05/26/1992;14.920000
05/27/1992;13.990000
05/28/1992;13.770000
05/29/1992;13.860000
06/01/1992;14.430000
06/02/1992;14.570000
06/03/1992;14.350000
06/04/1992;13.660000
06/05/1992;14.650000
06/08/1992;15.190000
06/09/1992;15.970000
06/10/1992;16.620000
06/11/1992;16.290000
06/12/1992;14.950000
06/15/1992;14.760000
06/16/1992;15.220000
06/17/1992;18.080000
06/18/1992;18.200000
06/19/1992;16.310000
06/22/1992;16.660000
06/23/1992;14.530000
06/24/1992;14.400000
06/25/1992;14.400000
06/26/1992;14.670000
06/29/1992;13.210000
06/30/1992;13.350000
07/01/1992;13.340000
07/02/1992;13.880000
07/06/1992;14.870000
07/07/1992;15.830000
07/08/1992;15.530000
07/09/1992;14.600000
07/10/1992;13.700000
07/13/1992;14.010000
07/14/1992;13.500000
07/15/1992;12.520000
07/16/1992;12.270000
07/17/1992;12.600000
07/20/1992;12.660000
07/21/1992;12.600000
07/22/1992;13.570000
07/23/1992;13.330000
07/24/1992;13.370000
07/27/1992;13.900000
07/28/1992;13.050000
07/29/1992;13.440000
07/30/1992;13.500000
07/31/1992;13.170000
08/03/1992;13.830000
08/04/1992;13.580000
08/05/1992;13.820000
08/06/1992;14.230000
08/07/1992;13.940000
08/10/1992;14.510000
08/11/1992;15.090000
08/12/1992;14.880000
08/13/1992;15.340000
08/14/1992;14.660000
08/17/1992;14.610000
08/18/1992;13.840000
08/19/1992;14.350000
08/20/1992;14.480000
08/21/1992;15.010000
08/24/1992;16.190000
08/25/1992;15.620000
08/26/1992;14.500000
08/27/1992;13.660000
08/28/1992;13.140000
08/31/1992;13.580000
09/01/1992;13.400000
09/02/1992;12.730000
09/03/1992;12.880000
09/04/1992;12.980000
09/08/1992;13.650000
09/09/1992;13.360000
09/10/1992;12.920000
09/11/1992;12.470000
09/14/1992;13.000000
09/15/1992;13.630000
09/16/1992;14.720000
09/17/1992;14.310000
09/18/1992;13.740000
09/21/1992;13.450000
09/22/1992;13.880000
09/23/1992;13.830000
09/24/1992;13.440000
09/25/1992;14.800000
09/28/1992;15.190000
09/29/1992;14.970000
09/30/1992;14.280000
10/01/1992;16.310000
10/02/1992;17.790000
10/05/1992;20.010000
10/06/1992;19.950000
10/07/1992;21.020000
10/08/1992;19.260000
10/09/1992;20.510000
10/12/1992;19.490000
10/13/1992;17.900000
10/14/1992;18.420000
10/15/1992;17.110000
10/16/1992;17.010000
10/19/1992;17.310000
10/20/1992;16.870000
10/21/1992;16.620000
10/22/1992;15.840000
10/23/1992;16.460000
10/26/1992;16.320000
10/27/1992;16.240000
10/28/1992;15.950000
10/29/1992;15.470000
10/30/1992;16.150000
11/02/1992;16.670000
11/03/1992;17.330000
11/04/1992;16.280000
11/05/1992;15.380000
11/06/1992;14.690000
11/09/1992;14.230000
11/10/1992;14.370000
11/11/1992;13.990000
11/12/1992;14.370000
11/13/1992;14.610000
11/16/1992;14.860000
11/17/1992;15.010000
11/18/1992;14.550000
11/19/1992;14.330000
11/20/1992;13.670000
11/23/1992;13.400000
11/24/1992;12.660000
11/25/1992;12.500000
11/27/1992;12.580000
11/30/1992;13.010000
12/01/1992;12.800000
12/02/1992;12.560000
12/03/1992;12.030000
12/04/1992;11.810000
12/07/1992;12.000000
12/08/1992;11.730000
12/09/1992;12.580000
12/10/1992;12.750000
12/11/1992;12.340000
12/14/1992;12.660000
12/15/1992;12.410000
12/16/1992;12.580000
12/17/1992;12.140000
12/18/1992;11.660000
12/21/1992;11.650000
12/22/1992;11.750000
12/23/1992;11.510000
12/24/1992;11.570000
12/28/1992;12.220000
12/29/1992;12.290000
12/30/1992;12.600000
12/31/1992;12.570000
01/04/1993;13.360000
01/05/1993;13.350000
01/06/1993;13.370000
01/07/1993;14.720000
01/08/1993;13.770000
01/11/1993;12.860000
01/12/1993;12.780000
01/13/1993;12.420000
01/14/1993;11.990000
01/15/1993;11.570000
01/18/1993;11.490000
01/19/1993;12.060000
01/20/1993;12.150000
01/21/1993;11.690000
01/22/1993;11.300000
01/25/1993;11.380000
01/26/1993;11.450000
01/27/1993;12.010000
01/28/1993;12.040000
01/29/1993;12.420000
02/01/1993;12.330000
02/02/1993;12.250000
02/03/1993;12.120000
02/04/1993;12.290000
02/05/1993;12.900000
02/08/1993;13.220000
02/09/1993;13.480000
02/10/1993;13.430000
02/11/1993;12.690000
02/12/1993;12.380000
02/16/1993;15.760000
02/17/1993;15.900000
02/18/1993;15.560000
02/19/1993;15.020000
02/22/1993;14.700000
02/23/1993;15.040000
02/24/1993;14.720000
02/25/1993;13.760000
02/26/1993;13.160000
03/01/1993;13.600000
03/02/1993;12.490000
03/03/1993;13.130000
03/04/1993;13.440000
03/05/1993;14.080000
03/08/1993;16.220000
03/09/1993;14.170000
03/10/1993;13.910000
03/11/1993;14.260000
03/12/1993;15.660000
03/15/1993;14.740000
03/16/1993;14.510000
03/17/1993;14.530000
03/18/1993;14.170000
03/19/1993;13.230000
03/22/1993;13.660000
03/23/1993;13.020000
03/24/1993;12.440000
03/25/1993;12.080000
03/26/1993;12.210000
03/29/1993;12.630000
03/30/1993;12.230000
03/31/1993;12.530000
04/01/1993;13.020000
04/02/1993;14.500000
04/05/1993;14.120000
04/06/1993;14.240000
04/07/1993;13.640000
04/08/1993;12.830000
04/12/1993;11.930000
04/13/1993;11.700000
04/14/1993;11.760000
04/15/1993;10.960000
04/16/1993;11.290000
04/19/1993;12.060000
04/20/1993;11.940000
04/21/1993;12.110000
04/22/1993;12.680000
04/23/1993;13.360000
04/26/1993;15.250000
04/27/1993;13.930000
04/28/1993;13.120000
04/29/1993;12.800000
04/30/1993;12.420000
05/03/1993;12.900000
05/04/1993;12.140000
05/05/1993;12.380000
05/06/1993;13.220000
05/07/1993;13.010000
05/10/1993;13.720000
05/11/1993;13.350000
05/12/1993;13.560000
05/13/1993;14.760000
05/14/1993;14.390000
05/17/1993;14.130000
05/18/1993;14.190000
05/19/1993;14.290000
05/20/1993;13.980000
05/21/1993;14.510000
05/24/1993;14.100000
05/25/1993;14.040000
05/26/1993;12.880000
05/27/1993;13.100000
05/28/1993;13.470000
06/01/1993;13.670000
06/02/1993;13.480000
06/03/1993;13.540000
06/04/1993;12.860000
06/07/1993;14.070000
06/08/1993;14.740000
06/09/1993;13.960000
06/10/1993;13.310000
06/11/1993;12.710000
06/14/1993;12.330000
06/15/1993;11.990000
06/16/1993;11.870000
06/17/1993;11.660000
06/18/1993;12.240000
06/21/1993;12.250000
06/22/1993;11.650000
06/23/1993;12.040000
06/24/1993;12.250000
06/25/1993;11.250000
06/28/1993;11.110000
06/29/1993;11.290000
06/30/1993;11.260000
07/01/1993;11.510000
07/02/1993;11.330000
07/06/1993;13.870000
07/07/1993;13.050000
07/08/1993;12.240000
07/09/1993;10.800000
07/12/1993;10.850000
07/13/1993;11.020000
07/14/1993;10.780000
07/15/1993;10.600000
07/16/1993;10.960000
07/19/1993;11.460000
07/20/1993;11.050000
07/21/1993;11.970000
07/22/1993;11.690000
07/23/1993;11.320000
07/26/1993;11.320000
07/27/1993;11.340000
07/28/1993;11.370000
07/29/1993;11.250000
07/30/1993;11.730000
08/02/1993;11.470000
08/03/1993;11.490000
08/04/1993;11.710000
08/05/1993;12.030000
08/06/1993;12.330000
08/09/1993;12.390000
08/10/1993;12.310000
08/11/1993;12.070000
08/12/1993;12.380000
08/13/1993;12.190000
08/16/1993;12.010000
08/17/1993;11.590000
08/18/1993;11.520000
08/19/1993;11.630000
08/20/1993;11.620000
08/23/1993;12.150000
08/24/1993;11.800000
08/25/1993;12.100000
08/26/1993;12.140000
08/27/1993;11.910000
08/30/1993;11.740000
08/31/1993;11.850000
09/01/1993;11.480000
09/02/1993;11.870000
09/03/1993;11.160000
09/07/1993;12.900000
09/08/1993;13.240000
09/09/1993;12.670000
09/10/1993;11.700000
09/13/1993;12.160000
09/14/1993;13.150000
09/15/1993;12.700000
09/16/1993;13.360000
09/17/1993;13.390000
09/20/1993;14.600000
09/21/1993;17.300000
09/22/1993;13.750000
09/23/1993;13.360000
09/24/1993;12.470000
09/27/1993;12.490000
09/28/1993;12.190000
09/29/1993;12.630000
09/30/1993;12.990000
10/01/1993;11.830000
10/04/1993;12.850000
10/05/1993;12.970000
10/06/1993;12.680000
10/07/1993;13.140000
10/08/1993;12.040000
10/11/1993;12.260000
10/12/1993;12.410000
10/13/1993;11.380000
10/14/1993;11.000000
10/15/1993;10.870000
10/18/1993;11.330000
10/19/1993;11.610000
10/20/1993;11.320000
10/21/1993;11.200000
10/22/1993;11.480000
10/25/1993;11.830000
10/26/1993;11.830000
10/27/1993;12.010000
10/28/1993;11.880000
10/29/1993;11.460000
11/01/1993;11.780000
11/02/1993;11.740000
11/03/1993;13.260000
11/04/1993;14.680000
11/05/1993;14.970000
11/08/1993;14.310000
11/09/1993;13.940000
11/10/1993;13.720000
11/11/1993;13.880000
11/12/1993;13.330000
11/15/1993;14.460000
11/16/1993;15.110000
11/17/1993;15.570000
11/18/1993;14.650000
11/19/1993;15.030000
11/22/1993;15.900000
11/23/1993;14.270000
11/24/1993;13.510000
11/26/1993;13.770000
11/29/1993;14.120000
11/30/1993;13.760000
12/01/1993;13.830000
12/02/1993;13.510000
12/03/1993;12.690000
12/06/1993;12.840000
12/07/1993;12.410000
12/08/1993;12.460000
12/09/1993;12.430000
12/10/1993;12.600000
12/13/1993;10.980000
12/14/1993;11.130000
12/15/1993;11.030000
12/16/1993;10.900000
12/17/1993;11.080000
12/20/1993;10.750000
12/21/1993;10.080000
12/22/1993;9.310000
12/23/1993;9.480000
12/27/1993;9.700000
12/28/1993;9.820000
12/29/1993;10.460000
12/30/1993;10.690000
12/31/1993;11.660000
01/03/1994;12.570000
01/04/1994;11.910000
01/05/1994;10.940000
01/06/1994;11.270000
01/07/1994;10.960000
01/10/1994;10.740000
01/11/1994;11.290000
01/12/1994;11.650000
01/13/1994;12.080000
01/14/1994;11.150000
01/17/1994;11.880000
01/18/1994;11.630000
01/19/1994;11.760000
01/20/1994;11.160000
01/21/1994;11.090000
01/24/1994;11.600000
01/25/1994;11.380000
01/26/1994;11.170000
01/27/1994;10.300000
01/28/1994;9.940000
01/31/1994;10.630000
02/01/1994;10.650000
02/02/1994;10.610000
02/03/1994;10.750000
02/04/1994;15.250000
02/07/1994;13.960000
02/08/1994;13.660000
02/09/1994;13.300000
02/10/1994;14.240000
02/11/1994;14.460000
02/14/1994;14.280000
02/15/1994;13.400000
02/16/1994;13.130000
02/17/1994;13.790000
02/18/1994;14.700000
02/22/1994;13.520000
02/23/1994;13.910000
02/24/1994;15.960000
02/25/1994;14.800000
02/28/1994;14.870000
03/01/1994;15.830000
03/02/1994;16.080000
03/03/1994;16.360000
03/04/1994;16.000000
03/07/1994;14.260000
03/08/1994;16.230000
03/09/1994;14.410000
03/10/1994;16.550000
03/11/1994;14.870000
03/14/1994;16.610000
03/15/1994;14.780000
03/16/1994;14.510000
03/17/1994;12.760000
03/18/1994;13.320000
03/21/1994;14.340000
03/22/1994;13.390000
03/23/1994;12.310000
03/24/1994;13.430000
03/25/1994;13.670000
03/28/1994;14.900000
03/29/1994;16.490000
03/30/1994;18.590000
03/31/1994;20.450000
04/04/1994;23.870000
04/05/1994;18.130000
04/06/1994;17.380000
04/07/1994;16.980000
04/08/1994;16.920000
04/11/1994;16.610000
04/12/1994;16.420000
04/13/1994;17.020000
04/14/1994;16.270000
04/15/1994;15.980000
04/18/1994;17.220000
04/19/1994;16.930000
04/20/1994;17.010000
04/21/1994;14.930000
04/22/1994;14.940000
04/25/1994;14.260000
04/26/1994;13.800000
04/28/1994;14.510000
04/29/1994;13.770000
05/02/1994;14.110000
05/03/1994;13.810000
05/04/1994;14.290000
05/05/1994;14.560000
05/06/1994;15.080000
05/09/1994;16.160000
05/10/1994;15.190000
05/11/1994;15.550000
05/12/1994;15.460000
05/13/1994;14.540000
05/16/1994;14.670000
05/17/1994;14.080000
05/18/1994;12.550000
05/19/1994;12.330000
05/20/1994;12.790000
05/23/1994;13.490000
05/24/1994;12.730000
05/25/1994;12.430000
05/26/1994;12.500000
05/27/1994;12.490000
05/31/1994;13.030000
06/01/1994;12.720000
06/02/1994;12.730000
06/03/1994;12.190000
06/06/1994;13.030000
06/07/1994;13.050000
06/08/1994;13.320000
06/09/1994;13.210000
06/10/1994;12.690000
06/13/1994;11.920000
06/14/1994;11.600000
06/15/1994;11.520000
06/16/1994;11.220000
06/17/1994;12.310000
06/20/1994;13.960000
06/21/1994;14.700000
06/22/1994;14.020000
06/23/1994;14.120000
06/24/1994;16.720000
06/27/1994;15.530000
06/28/1994;15.040000
06/29/1994;14.420000
06/30/1994;14.970000
07/01/1994;14.360000
07/05/1994;14.920000
07/06/1994;14.700000
07/07/1994;14.010000
07/08/1994;13.260000
07/11/1994;13.830000
07/12/1994;13.400000
07/13/1994;12.420000
07/14/1994;11.640000
07/15/1994;11.280000
07/18/1994;11.440000
07/19/1994;11.650000
07/20/1994;11.700000
07/21/1994;11.650000
07/22/1994;11.220000
07/25/1994;11.460000
07/26/1994;11.660000
07/27/1994;11.930000
07/28/1994;12.030000
07/29/1994;11.130000
08/01/1994;11.170000
08/02/1994;11.270000
08/03/1994;11.350000
08/04/1994;12.180000
08/05/1994;12.340000
08/08/1994;12.410000
08/09/1994;12.540000
08/10/1994;11.910000
